date;portfolio;benchmark
10.06.2005;100;100
11.06.2005;101;99
12.06.2005;102.01;98.01
13.06.2005;102.01;98.01
14.06.2005;102.01;98.9901
15.06.2005;103.0301;98.000199
16.06.2005;101.999799;98.98020099
17.06.2005;103.019797;98.98020099
18.06.2005;104.049995;98.98020099
19.06.2005;103.009495;98.98020099
20.06.2005;103.009495;97.99039898
21.06.2005;101.9794001;97.01049499
22.06.2005;102.9991941;97.98059994
23.06.2005;104.029186;97.98059994
24.06.2005;104.029186;97.98059994
25.06.2005;104.029186;97.98059994
26.06.2005;102.9888941;97.98059994
27.06.2005;101.9590052;97.98059994
28.06.2005;102.9785953;97.98059994
29.06.2005;102.9785953;97.98059994
30.06.2005;102.9785953;97.00079394
01.07.2005;104.0083812;97.00079394
02.07.2005;105.048465;96.030786
03.07.2005;106.0989497;96.030786
04.07.2005;107.1599392;96.030786
05.07.2005;107.1599392;95.07047814
06.07.2005;106.0883398;96.02118292
07.07.2005;105.0274564;96.02118292
08.07.2005;106.0777309;96.02118292
09.07.2005;105.0169536;96.98139475
10.07.2005;105.0169536;96.98139475
11.07.2005;106.0671232;96.98139475
12.07.2005;105.0064519;96.0115808
13.07.2005;103.9563874;96.0115808
14.07.2005;104.9959513;96.0115808
15.07.2005;104.9959513;96.0115808
16.07.2005;106.0459108;96.97169661
17.07.2005;106.0459108;96.97169661
18.07.2005;107.1063699;96.00197965
19.07.2005;107.1063699;95.04195985
20.07.2005;107.1063699;94.09154025
21.07.2005;106.0353062;94.09154025
22.07.2005;107.0956593;94.09154025
23.07.2005;107.0956593;94.09154025
24.07.2005;107.0956593;93.15062485
25.07.2005;106.0247027;93.15062485
26.07.2005;107.0849497;93.15062485
27.07.2005;107.0849497;94.0821311
28.07.2005;106.0141002;94.0821311
29.07.2005;104.9539592;94.0821311
30.07.2005;104.9539592;94.0821311
31.07.2005;106.0034988;95.02295241
01.08.2005;106.0034988;94.07272288
02.08.2005;104.9434638;93.13199566
03.08.2005;105.9928984;92.2006757
04.08.2005;105.9928984;92.2006757
